1, 0, 0.98069, 1, 0.0263924, 0.0614429, -0.997762, -0.200869, 0.049892, -0.978347, 17.7981, 72.0551, 424.551, -0.201749, 0.314599, 0.236819, -0.477164, -0.166625
2, 0.0166833, 0.981725, 1, 0.0208871, 0.0541938, -0.998312, -0.201921, 0.034517, -0.978793, 17.5394, 72.9703, 429.532, -0.216942, 0.297791, 0.262019, -0.461467, -0.200428
3, 0.0333667, 0.981503, 1, 0.0184692, 0.0495591, -0.9986, -0.201375, 0.0353383, -0.978877, 17.4847, 73.1205, 430.751, -0.222879, 0.290892, 0.271154, -0.454865, -0.210366
4, 0.05005, 0.982937, 1, 0.0198376, 0.0470122, -0.998697, -0.2029, 0.0342921, -0.978599, 17.0274, 73.0252, 431.652, -0.226051, 0.287375, 0.274951, -0.4509, -0.216202
5, 0.0667333, 0.982573, 1, 0.0228877, 0.0466539, -0.998649, -0.202342, 0.0310872, -0.978821, 16.7459, 73.0669, 432.335, -0.226238, 0.286661, 0.275339, -0.447666, -0.217699
6, 0.0834167, 0.982706, 1, 0.0239443, 0.0429398, -0.998791, -0.204372, 0.0300127, -0.978433, 16.7492, 73.1908, 432.984, -0.225547, 0.287163, 0.275081, -0.448014, -0.219636
7, 0.1001, 0.982832, 1, 0.024273, 0.043294, -0.998767, -0.207219, 0.0296286, -0.977846, 16.7251, 73.3093, 434.031, -0.22267, 0.287327, 0.27464, -0.448722, -0.217073
8, 0.116783, 0.98304, 1, 0.0277687, 0.0430572, -0.998687, -0.203795, 0.0350765, -0.978385, 16.6996, 73.2463, 434.765, -0.221233, 0.287405, 0.273548, -0.445736, -0.211671
9, 0.133467, 0.983153, 1, 0.023563, 0.0470556, -0.998614, -0.207656, 0.0386397, -0.977438, 16.8731, 73.0951, 435.369, -0.219015, 0.290628, 0.269884, -0.453486, -0.205954
10, 0.15015, 0.984115, 1, 0.0210237, 0.0507408, -0.998491, -0.189791, 0.044519, -0.980815, 17.8595, 72.6468, 435.865, -0.219054, 0.288966, 0.267491, -0.444199, -0.198032
11, 0.166833, 0.983618, 1, 0.0199115, 0.0524767, -0.998424, -0.186707, 0.0406874, -0.981573, 18.6232, 72.2227, 436.294, -0.220076, 0.289309, 0.267087, -0.443619, -0.199902
12, 0.183517, 0.982705, 1, 0.0183008, 0.0532119, -0.998416, -0.189146, 0.0461555, -0.980864, 18.8174, 71.8745, 435.238, -0.220557, 0.287997, 0.267011, -0.445142, -0.197572
13, 0.2002, 0.983461, 1, 0.0108089, 0.0648258, -0.997838, -0.199995, 0.0643481, -0.977682, 18.7287, 72.2784, 435.866, -0.217875, 0.287033, 0.266997, -0.455394, -0.18119
14, 0.216883, 0.98312, 1, 0.0117444, 0.0653783, -0.997791, -0.192311, 0.0778348, -0.978242, 18.244, 72.7717, 436.812, -0.216525, 0.28438, 0.268404, -0.448922, -0.171046
15, 0.233567, 0.981838, 1, 0.0189694, 0.0465015, -0.998738, -0.223551, 0.101008, -0.969444, 17.3171, 73.0758, 436.884, -0.212934, 0.282034, 0.267662, -0.457439, -0.167694
16, 0.25025, 0.978742, 1, 0.0240541, 0.0421094, -0.998823, -0.249112, 0.130443, -0.95965, 16.7379, 73.6638, 437.55, -0.209364, 0.279193, 0.265225, -0.466537, -0.152431
17, 0.266933, 0.978495, 1, 0.0225818, 0.050549, -0.998466, -0.264287, 0.14066, -0.954132, 16.7684, 74.3426, 438.241, -0.20819, 0.277625, 0.266716, -0.47472, -0.143449
18, 0.283617, 0.978288, 1, 0.024252, 0.0450088, -0.998692, -0.254021, 0.136365, -0.957537, 16.7634, 74.6204, 437.935, -0.20874, 0.275482, 0.267109, -0.465349, -0.14785
19, 0.3003, 0.980522, 1, 0.0184699, 0.0425402, -0.998924, -0.249017, 0.125304, -0.960359, 16.6697, 74.3579, 437.211, -0.20524, 0.275194, 0.268495, -0.463781, -0.15192
20, 0.316983, 0.982003, 1, 0.0215822, 0.04651, -0.998685, -0.229922, 0.10172, -0.967879, 16.7731, 73.749, 437.074, -0.206144, 0.273907, 0.271051, -0.449496, -0.160961
21, 0.333667, 0.981963, 1, 0.0171324, 0.0557152, -0.9983, -0.213878, 0.072308, -0.974181, 16.9004, 72.7901, 436.349, -0.203936, 0.275936, 0.273048, -0.443971, -0.168481
22, 0.35035, 0.983029, 1, 0.0123342, 0.0672661, -0.997659, -0.22138, 0.0582909, -0.973444, 17.2548, 71.64, 436.521, -0.204745, 0.276386, 0.272071, -0.450911, -0.17229
23, 0.367033, 0.983864, 1, 0.00605691, 0.0682549, -0.99765, -0.223809, 0.0483039, -0.973435, 17.789, 70.8305, 436.043, -0.200359, 0.27903, 0.271271, -0.456893, -0.17402
24, 0.383717, 0.985114, 1, 0.000430969, 0.0717191, -0.997425, -0.225363, 0.0591581, -0.972477, 18.5188, 70.331, 436.064, -0.199146, 0.28276, 0.270195, -0.465845, -0.166233
25, 0.4004, 0.984968, 1, -0.00896506, 0.0715226, -0.997399, -0.227451, 0.043092, -0.972836, 19.9685, 69.634, 436.52, -0.200257, 0.286895, 0.26872, -0.475027, -0.178179
26, 0.417083, 0.98491, 1, -0.00610859, 0.0713863, -0.99743, -0.221955, 0.0357338, -0.974402, 21.1215, 69.0311, 436.059, -0.199649, 0.286907, 0.269905, -0.470229, -0.180657
27, 0.433767, 0.983825, 1, -0.012798, 0.0736009, -0.997206, -0.207342, 0.0243239, -0.977966, 21.4933, 69.0396, 435.915, -0.197571, 0.288537, 0.268173, -0.466856, -0.182152
28, 0.45045, 0.983179, 1, -0.00840641, 0.0733372, -0.997272, -0.212101, 0.0346134, -0.976635, 21.2146, 69.494, 435.544, -0.197514, 0.286709, 0.268484, -0.466382, -0.17681
29, 0.467133, 0.983743, 1, 0.000957256, 0.0722613, -0.997385, -0.207327, 0.0350854, -0.977642, 20.3157, 69.807, 435.464, -0.197937, 0.285959, 0.271087, -0.45827, -0.175719
30, 0.483817, 0.98366, 1, -0.00301881, 0.0735444, -0.997287, -0.205085, 0.064696, -0.976604, 19.1273, 70.2344, 435.442, -0.194683, 0.287521, 0.273441, -0.463955, -0.156553
