1, 0, 0.991666, 1, 0.0824646, 0.180846, -0.980048, -0.106667, 0.140565, -0.984309, -15.2674, -7.45452, 425.156, 0.195922, 0.0545028, 0.144973, -0.115152, 0.380807
2, 0.0166833, 0.991776, 1, 0.0744636, 0.180883, -0.980682, -0.108161, 0.13827, -0.984471, -15.4834, -7.79177, 424.068, 0.204896, 0.0484904, 0.158195, -0.113272, 0.38813
3, 0.0333667, 0.992086, 1, 0.0728357, 0.182887, -0.980432, -0.107317, 0.13981, -0.984346, -15.5388, -7.81044, 423.611, 0.211703, 0.0431102, 0.16619, -0.107375, 0.396243
4, 0.05005, 0.992087, 1, 0.0645587, 0.181229, -0.98132, -0.11848, 0.139854, -0.983058, -15.6094, -7.92012, 423.495, 0.217679, 0.0396603, 0.170204, -0.112652, 0.399868
5, 0.0667333, 0.991795, 1, 0.0601855, 0.183202, -0.981231, -0.116701, 0.141793, -0.982993, -15.627, -8.12637, 423.371, 0.216931, 0.0390444, 0.173711, -0.113127, 0.400831
6, 0.0834167, 0.991909, 1, 0.0576169, 0.182444, -0.981527, -0.117697, 0.14198, -0.982848, -15.6147, -8.3509, 423.265, 0.219629, 0.0368698, 0.174633, -0.111789, 0.402975
7, 0.1001, 0.991535, 1, 0.0558373, 0.185231, -0.981107, -0.121421, 0.141907, -0.982405, -15.4211, -8.72744, 423.455, 0.22047, 0.0350877, 0.176299, -0.112491, 0.404603
8, 0.116783, 0.991507, 1, 0.0561783, 0.182873, -0.98153, -0.123845, 0.145179, -0.981624, -15.1887, -9.02415, 423.079, 0.218174, 0.0328516, 0.177424, -0.110919, 0.402813
9, 0.133467, 0.991636, 1, 0.0543116, 0.185116, -0.981215, -0.115151, 0.14519, -0.98268, -15.1736, -9.17715, 422.7, 0.219517, 0.0340829, 0.177187, -0.108427, 0.405847
10, 0.15015, 0.991606, 1, 0.0507253, 0.184246, -0.98157, -0.116822, 0.142065, -0.98294, -15.0653, -9.134, 422.969, 0.221719, 0.0325549, 0.178505, -0.109209, 0.405448
11, 0.166833, 0.991768, 1, 0.0576192, 0.184115, -0.981214, -0.118692, 0.141063, -0.98286, -14.9994, -9.17733, 422.953, 0.221504, 0.0298116, 0.179343, -0.103243, 0.405423
12, 0.183517, 0.991471, 1, 0.0605855, 0.183265, -0.981195, -0.123964, 0.136503, -0.982853, -14.9554, -9.15974, 422.641, 0.220895, 0.0288789, 0.179278, -0.102731, 0.401963
13, 0.2002, 0.991983, 1, 0.0554788, 0.180706, -0.981971, -0.13046, 0.146466, -0.980575, -14.9742, -8.99796, 422.788, 0.222733, 0.0294544, 0.179806, -0.11039, 0.406663
14, 0.216883, 0.991706, 1, 0.0569154, 0.177063, -0.982552, -0.118869, 0.14198, -0.982706, -15.0154, -8.87341, 423.317, 0.224002, 0.0305168, 0.179044, -0.104453, 0.404308
15, 0.233567, 0.991662, 1, 0.0504383, 0.183488, -0.981727, -0.124106, 0.143243, -0.981875, -15.0537, -8.89862, 423.147, 0.224629, 0.030564, 0.180315, -0.111638, 0.407862
16, 0.25025, 0.991674, 1, 0.0537892, 0.184352, -0.981387, -0.1234, 0.147386, -0.981351, -15.2791, -8.80357, 422.896, 0.226861, 0.0309537, 0.181242, -0.110804, 0.412903
17, 0.266933, 0.991585, 1, 0.0582743, 0.183647, -0.981263, -0.11342, 0.145648, -0.982814, -15.4373, -8.57728, 422.608, 0.226766, 0.031363, 0.180915, -0.103143, 0.412546
18, 0.283617, 0.991709, 1, 0.0472178, 0.181742, -0.982212, -0.118177, 0.145272, -0.982309, -15.6711, -8.4431, 422.629, 0.22683, 0.0308949, 0.18196, -0.11106, 0.410433
19, 0.3003, 0.991429, 1, 0.0516936, 0.176609, -0.982923, -0.110742, 0.141992, -0.983654, -16.0673, -8.15858, 422.116, 0.226573, 0.0309729, 0.181517, -0.103134, 0.40701
20, 0.316983, 0.992228, 1, 0.0587634, 0.175448, -0.982733, -0.110582, 0.135449, -0.984594, -16.276, -7.80588, 421.824, 0.230268, 0.0291372, 0.181846, -0.0966875, 0.406954
21, 0.333667, 0.991678, 1, 0.0581468, 0.181447, -0.98168, -0.110714, 0.136984, -0.984367, -16.604, -7.64688, 422.158, 0.231659, 0.0310588, 0.18032, -0.100029, 0.41227
22, 0.35035, 0.991603, 1, 0.0605097, 0.176949, -0.982358, -0.118349, 0.13013, -0.984408, -16.8625, -7.32638, 421.557, 0.228638, 0.0291739, 0.180913, -0.0989076, 0.40308
23, 0.367033, 0.992055, 1, 0.063977, 0.178814, -0.981801, -0.119633, 0.136775, -0.983352, -17.0075, -6.95101, 422.34, 0.232121, 0.0277807, 0.179897, -0.0971789, 0.411193
24, 0.383717, 0.991844, 1, 0.0628751, 0.173805, -0.982771, -0.113001, 0.137709, -0.984006, -17.1714, -6.62504, 421.793, 0.233158, 0.0284751, 0.177924, -0.093977, 0.410522
25, 0.4004, 0.991545, 1, 0.0619337, 0.176567, -0.982338, -0.106344, 0.141577, -0.984199, -17.2336, -6.66802, 421.922, 0.231803, 0.0280569, 0.177056, -0.090825, 0.412809
26, 0.417083, 0.991708, 1, 0.06748, 0.174444, -0.982352, -0.10301, 0.13918, -0.984895, -17.2771, -6.47855, 422.099, 0.235403, 0.0295178, 0.176002, -0.0876365, 0.414895
27, 0.433767, 0.991687, 1, 0.0627404, 0.176005, -0.982388, -0.109889, 0.13848, -0.98425, -17.2801, -6.3078, 421.728, 0.234962, 0.0276893, 0.175964, -0.0912947, 0.413765
28, 0.45045, 0.991841, 1, 0.0606216, 0.176276, -0.982472, -0.107656, 0.134751, -0.985014, -17.3335, -6.36397, 421.636, 0.233186, 0.0287393, 0.174428, -0.0921816, 0.41039
29, 0.467133, 0.991816, 1, 0.0716175, 0.179944, -0.981066, -0.111403, 0.140337, -0.983817, -17.4002, -6.25644, 421.531, 0.235312, 0.0280942, 0.173301, -0.0887081, 0.418286
30, 0.483817, 0.991882, 1, 0.0643312, 0.183043, -0.980998, -0.111853, 0.143192, -0.983354, -17.4876, -6.06133, 421.459, 0.235928, 0.0287418, 0.173905, -0.0945208, 0.421618
31, 0.5005, 0.991762, 1, 0.063056, 0.182925, -0.981103, -0.109532, 0.144434, -0.983434, -17.6179, -6.11338, 421.82, 0.233444, 0.0278304, 0.173142, -0.0928103, 0.420129
32, 0.517183, 0.991631, 1, 0.0706735, 0.187198, -0.979777, -0.107995, 0.139948, -0.984252, -17.783, -6.12147, 420.899, 0.233085, 0.0284428, 0.172596, -0.088133, 0.420125
33, 0.533867, 0.991838, 1, 0.06558, 0.178904, -0.981678, -0.107256, 0.142691, -0.983939, -17.9607, -6.05986, 421.441, 0.232475, 0.029376, 0.172737, -0.0915804, 0.416718
34, 0.55055, 0.991595, 1, 0.0630781, 0.185278, -0.98066, -0.107523, 0.142133, -0.98399, -18.1453, -6.07822, 421.58, 0.231044, 0.0300379, 0.172724, -0.0942725, 0.417802
35, 0.567233, 0.991722, 1, 0.0554775, 0.189822, -0.98025, -0.104859, 0.14118, -0.984415, -18.2798, -6.24507, 421.369, 0.229425, 0.0286397, 0.173429, -0.0954527, 0.417691
36, 0.583917, 0.991895, 1, 0.0659548, 0.184403, -0.980635, -0.11011, 0.138093, -0.984279, -18.4761, -6.13594, 421.872, 0.232047, 0.030147, 0.172923, -0.0932111, 0.416524
37, 0.6006, 0.991689, 1, 0.065418, 0.187327, -0.980117, -0.106937, 0.144387, -0.983726, -18.7063, -6.22304, 422.143, 0.230456, 0.0298865, 0.173541, -0.0924227, 0.419653
38, 0.617283, 0.992088, 1, 0.0710513, 0.190586, -0.979096, -0.0986539, 0.142738, -0.984832, -18.8498, -6.3099, 421.874, 0.229311, 0.0313318, 0.173296, -0.0866599, 0.420571
